S100A9	2.26114567447042e-05
CP	9.38718830084981e-05
BAG3	0.000126684177416
NR4A2	0.0002965991832829
SLC7A4	0.0008502882620853
TMEM100	0.0009777351564569
STYK1	0.0010659068699323
AMIGO2	0.0011928008463228
ANGPTL4	0.002011975812644
S100A8	0.0020867943758416
EGR2	0.0023123715191429
PCSK1	0.0023245144185348
FREM3	0.0038336923034047
ATF3	0.0038433678922142
TMEM200A	0.0058105110402315
MT1X	0.0068958855888437
NR4A1	0.0071583718256041
RFPL2	0.0073246257906281
COL3A1	0.0074214877649782
MTRNR2L1	0.0078677514874654
SOCS3	0.0082042131030969
CCDC144CP	0.0082905966526609
GSG1	0.0087811835724008
SLC14A1	0.0106849670555849
INTS6-AS1	0.0108250232069135
MPEG1	0.0110525769708489
SIX3	0.0136432116676544
PPP1R17	0.0165263738223083
FGFR4	0.0181317783309534
CSF3	0.0181460473308708
NQO1	0.0198637443146128
OTUB2	0.0209688201631772
TMPRSS3	0.0215066703539345
MFAP4	0.0217376176003412
PLA1A	0.0240823128315302
CNN1	0.0241884435783126
SOWAHB	0.0252209283740839
PENK	0.0267667440769347
PAIP2B	0.0271773295996847
PRKCDBP	0.0280688777306392
MYH11	0.0328674526932774
ACTA2	0.0347314865812345
DKK2	0.0394301376065962
AOC3	0.0395240942419082
DES	0.0499832853978692
